Map,Desired Safe prob,Delay prob (Planning),Delay prob (Execution),Number of agents,Number of goals,Instance,Runtime,Offline Runtime,Online Runtime,Number Of Replans,Online Sum of Service Time,Offline Sum of Service Time,Number of Expands,Min Safe Prob,Algorithm
maze-32-32-2,0.05,0.25,0.25,20,15,1,19.956,19.956,0,0,256,180,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,1,19.268,19.268,0,0,256,180,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,1,19.151,19.151,0,0,256,180,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,1,19.468,19.468,0,0,256,180,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,1,19.575,19.575,0,0,256,180,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,1,,,,,,,49,,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,1,,,,,,,30,,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,1,,,,,,,10,,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,2,12.178,12.178,0,0,168,118,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,2,10.477,10.477,0,0,168,118,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,2,12.123,12.123,0,0,168,118,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,2,11.842,11.842,0,0,168,118,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,2,11.713,11.713,0,0,168,118,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,2,12.165,12.165,0,0,168,118,1,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,2,13.089,13.089,0,0,168,118,1,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,2,20.665,20.665,0,0,168,118,1,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,3,20.298,20.298,0,0,179,128,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,3,20.235,20.235,0,0,179,128,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,3,20.457,20.457,0,0,179,128,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,3,20.369,20.369,0,0,179,128,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,3,20.256,20.256,0,0,179,128,2,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,3,20.506,20.506,0,0,179,128,2,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,3,52.97,52.97,0,0,177,128,51,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,3,,,,,,,14,,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,4,12.098,12.098,0,0,132,95,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,4,11.441,11.441,0,0,132,95,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,4,11.447,11.447,0,0,132,95,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,4,11.962,11.962,0,0,132,95,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,4,11.729,11.729,0,0,132,95,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,4,11.824,11.824,0,0,132,95,1,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,4,11.85,11.85,0,0,132,95,1,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,4,16.533,16.533,0,0,132,95,1,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,5,10.387,10.387,0,0,131,87,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,5,9.708,9.708,0,0,131,87,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,5,9.693,9.693,0,0,131,87,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,5,9.437,9.437,0,0,131,87,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,5,9.116,9.116,0,0,131,87,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,5,9.338,9.338,0,0,131,87,1,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,5,8.429,8.429,0,0,131,87,1,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,5,14.377,14.377,0,0,131,87,1,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,6,20.257,20.257,0,0,271,193,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,6,20.385,20.385,0,0,271,193,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,6,20.309,20.309,0,0,271,193,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,6,21.883,21.883,0,0,271,193,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,6,,,,,,,1445,,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,6,20.959,20.959,0,0,278,202,1,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,6,21.508,21.508,0,0,271,193,1,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,6,29.779,29.779,0,0,271,193,1,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,7,10.695,10.695,0,0,167,124,2,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,7,10.886,10.886,0,0,167,124,2,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,7,10.712,10.712,0,0,167,124,2,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,7,10.603,10.603,0,0,167,124,2,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,7,10.935,10.935,0,0,167,124,2,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,7,11.197,11.197,0,0,167,124,2,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,7,11.571,11.571,0,0,167,124,2,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,7,19.427,19.427,0,0,167,124,2,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,8,20.276,20.276,0,0,210,154,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,8,20.296,20.296,0,0,210,154,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,8,20.234,20.234,0,0,210,154,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,8,20.336,20.336,0,0,206,155,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,8,19.616,19.616,0,0,210,154,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,8,17.983,17.983,0,0,210,154,1,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,8,18.472,18.472,0,0,210,154,1,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,8,,,,,,,4,,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,9,16.556,16.556,0,0,168,122,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,9,16.688,16.688,0,0,168,122,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,9,17.313,17.313,0,0,168,122,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,9,17.114,17.114,0,0,168,122,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,9,37.613,37.613,0,0,168,122,3,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,9,,,,,,,4,,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,9,57.203,57.203,0,0,168,122,5,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,9,43.469,43.469,0,0,168,122,3,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,10,21.428,17.165,4.263,3,241,169,2.25,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,10,24.33,20.123,4.207,3,241,169,2.25,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,10,23.79,19.122,4.668,4,240,169,2.2,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,10,28.088,18.821,9.267,2,243,169,533,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,10,,,,,,,3822,,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,10,,,,,,,1617,,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,10,,,,,,,165,,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,10,,,,,,,6,,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,11,19.803,19.803,0,0,257,182,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,11,19.978,19.978,0,0,257,182,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,11,19.551,19.551,0,0,257,182,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,11,19.476,19.476,0,0,257,182,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,11,18.701,18.701,0,0,257,182,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,11,21.469,21.469,0,0,257,182,3,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,11,,,,,,,8,,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,11,,,,,,,5,,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,12,18.916,18.916,0,0,127,86,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,12,19.374,19.374,0,0,127,86,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,12,19.448,19.448,0,0,127,86,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,12,16.71,16.71,0,0,127,86,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,12,12.248,12.248,0,0,127,86,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,12,12.225,12.225,0,0,127,86,1,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,12,12.409,12.409,0,0,127,86,1,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,12,17.188,17.188,0,0,127,86,1,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,13,11.149,11.149,0,0,170,123,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,13,11.284,11.284,0,0,170,123,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,13,10.691,10.691,0,0,170,123,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,13,10.702,10.702,0,0,170,123,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,13,,,,,,,24,,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,13,,,,,,,16,,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,13,,,,,,,25,,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,13,,,,,,,24,,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,14,17.977,17.977,0,0,154,112,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,14,18.411,18.411,0,0,154,112,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,14,,,,,,,463,,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,14,40.518,40.518,0,0,163,112,1115,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,14,43.287,43.287,0,0,163,112,1115,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,14,54.661,54.661,0,0,163,112,1115,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,14,,,,,,,309,,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,14,,,,,,,30,,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,15,19.524,19.524,0,0,182,125,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,15,19.166,19.166,0,0,182,125,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,15,19.697,19.697,0,0,182,125,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,15,19.995,19.995,0,0,182,125,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,15,17.978,17.978,0,0,182,125,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,15,20.251,20.251,0,0,194,130,1,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,15,20.934,20.934,0,0,194,130,1,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,15,27.077,27.077,0,0,182,125,1,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,16,10.177,10.177,0,0,113,76,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,16,10.566,10.566,0,0,113,76,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,16,10.241,10.241,0,0,113,76,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,16,10.53,10.53,0,0,113,76,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,16,10.704,10.704,0,0,113,76,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,16,11.422,11.422,0,0,113,76,1,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,16,11.964,11.964,0,0,113,76,1,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,16,14.82,14.82,0,0,113,76,1,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,17,,20.24,,2,,167,4.667,,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,17,,20.387,,2,,167,4.667,,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,17,,,,,,,54,,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,17,,,,,,,54,,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,17,,,,,,,54,,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,17,,,,,,,54,,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,17,,,,,,,54,,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,17,,,,,,,28,,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,18,13.723,13.723,0,0,190,134,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,18,13.771,13.771,0,0,190,134,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,18,12.337,12.337,0,0,190,134,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,18,14.432,14.432,0,0,190,134,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,18,14.032,14.032,0,0,190,134,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,18,14.374,14.374,0,0,190,134,1,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,18,15.281,15.281,0,0,190,134,1,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,18,24.47,24.47,0,0,190,134,1,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,19,19.989,19.989,0,0,207,146,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,19,20.079,20.079,0,0,207,146,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,19,19.331,19.331,0,0,207,146,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,19,19.699,19.699,0,0,207,146,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,19,19.511,19.511,0,0,207,146,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,19,19.033,19.033,0,0,207,146,1,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,19,20.573,20.573,0,0,207,146,1,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,19,30.367,30.367,0,0,207,146,1,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,20,12.857,12.857,0,0,155,115,2,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,20,10.574,10.574,0,0,155,115,2,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,20,10.682,10.682,0,0,155,115,2,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,20,12.139,12.139,0,0,155,115,2,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,20,11.981,11.981,0,0,155,115,2,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,20,12.74,12.74,0,0,155,115,2,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,20,11.662,11.662,0,0,155,115,2,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,20,18.204,18.204,0,0,155,115,2,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,21,20.372,20.372,0,0,223,157,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,21,20.246,20.246,0,0,223,157,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,21,20.326,20.326,0,0,223,157,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,21,20.246,20.246,0,0,223,157,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,21,20.218,20.218,0,0,223,157,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,21,20.327,20.327,0,0,223,157,1,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,21,21.148,21.148,0,0,223,157,1,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,21,28.245,28.245,0,0,223,157,1,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,22,20.403,20.403,0,0,221,156,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,22,20.304,20.304,0,0,221,156,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,22,20.266,20.266,0,0,221,156,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,22,20.287,20.287,0,0,221,156,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,22,20.503,20.503,0,0,221,156,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,22,20.64,20.64,0,0,221,156,2,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,22,,,,,,,61,,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,22,36.384,36.384,0,0,221,156,2,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,23,20.279,20.279,0,0,238,175,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,23,20.406,20.406,0,0,238,175,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,23,20.306,20.306,0,0,238,175,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,23,20.463,20.463,0,0,238,175,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,23,20.431,20.431,0,0,238,175,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,23,20.353,20.353,0,0,238,175,1,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,23,21.118,21.118,0,0,238,175,1,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,23,28.961,28.961,0,0,238,175,1,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,24,10.645,10.645,0,0,121,85,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,24,10.049,10.049,0,0,121,85,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,24,10.284,10.284,0,0,121,85,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,24,10.155,10.155,0,0,121,85,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,24,9.781,9.781,0,0,121,85,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,24,9.155,9.155,0,0,121,85,1,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,24,10.337,10.337,0,0,121,85,1,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,24,15.013,15.013,0,0,121,85,1,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,25,18.918,18.918,0,0,177,127,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,25,18.018,18.018,0,0,177,127,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,25,19.36,19.36,0,0,177,127,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,25,20.342,20.342,0,0,177,127,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,25,40.59,40.59,0,0,178,129,5,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,25,42.786,42.786,0,0,180,131,27,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,25,,,,,,,6,,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,25,,,,,,,4,,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,26,26.835,20.203,6.632,1,322,241,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,26,20.224,20.224,0,0,315,218,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,26,20.25,20.25,0,0,315,218,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,26,20.191,20.191,0,0,315,218,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,26,45.914,45.914,0,0,320,220,471,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,26,,,,,,,535,,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,26,,,,,,,52,,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,26,,,,,,,15,,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,27,7.894,7.894,0,0,150,101,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,27,7.264,7.264,0,0,150,101,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,27,7.183,7.183,0,0,150,101,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,27,7.424,7.424,0,0,150,101,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,27,6.74,6.74,0,0,150,101,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,27,7.373,7.373,0,0,150,101,1,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,27,7.789,7.789,0,0,150,101,1,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,27,12.519,12.519,0,0,150,101,1,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,28,9.818,9.818,0,0,135,93,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,28,9.676,9.676,0,0,135,93,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,28,9.998,9.998,0,0,135,93,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,28,10.172,10.172,0,0,135,93,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,28,10.348,10.348,0,0,135,93,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,28,10.748,10.748,0,0,135,93,1,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,28,10.99,10.99,0,0,135,93,1,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,28,16.88,16.88,0,0,135,93,1,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,29,16.538,16.538,0,0,141,95,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,29,16.055,16.055,0,0,141,95,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,29,16.012,16.012,0,0,141,95,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,29,16,16,0,0,141,95,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,29,15.989,15.989,0,0,141,95,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,29,17.065,17.065,0,0,141,95,1,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,29,17.366,17.366,0,0,141,95,1,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,29,21.908,21.908,0,0,141,95,1,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,30,18.398,18.398,0,0,178,121,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,30,17.505,17.505,0,0,178,121,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,30,17.536,17.536,0,0,178,121,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,30,17.769,17.769,0,0,178,121,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,30,18.698,18.698,0,0,178,121,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,30,17.529,17.529,0,0,178,121,1,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,30,18.698,18.698,0,0,178,121,1,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,30,25.047,25.047,0,0,178,121,1,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,31,20.145,20.145,0,0,183,132,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,31,20.16,20.16,0,0,183,132,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,31,20.213,20.213,0,0,183,132,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,31,20.123,20.123,0,0,183,132,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,31,20.178,20.178,0,0,183,132,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,31,20.277,20.277,0,0,183,132,1,0.99,RCbssTS
maze-32-32-2,0.999,0.25,0.25,20,15,31,20.894,20.894,0,0,183,132,1,0.999,RCbssTS
maze-32-32-2,0.9999,0.25,0.25,20,15,31,27.804,27.804,0,0,183,132,1,0.9999,RCbssTS
maze-32-32-2,0.05,0.25,0.25,20,15,32,20.329,20.329,0,0,204,147,1,0.05,RCbssTS
maze-32-32-2,0.25,0.25,0.25,20,15,32,20.393,20.393,0,0,204,147,1,0.25,RCbssTS
maze-32-32-2,0.5,0.25,0.25,20,15,32,20.31,20.31,0,0,204,147,1,0.5,RCbssTS
maze-32-32-2,0.8,0.25,0.25,20,15,32,20.224,20.224,0,0,204,147,1,0.8,RCbssTS
maze-32-32-2,0.95,0.25,0.25,20,15,32,20.381,20.381,0,0,204,147,1,0.95,RCbssTS
maze-32-32-2,0.99,0.25,0.25,20,15,32,20.375,20.375,0,0,204,147,1,0.99,RCbssTS
